,name,address,sido,gu
514,성현점,서울특별시 관악구 봉천동 466-76,서울특별시,관악구
515,성신여대점,서울특별시 성북구 동선2가 145번지,서울특별시,성북구
516,성수1호점,서울특별시 성동구 성수1가2동 13-382 1층,서울특별시,성동구
517,성서계명대점,대구광역시 달서구  서당로9안길 5,대구광역시,달서구
518,성산2동점,서울특별시 마포구  성암로7길 25,서울특별시,마포구
519,성당본리점,대구광역시 달서구  대명천로 96,대구광역시,달서구
520,성내3동점,서울특별시 강동구 성내동 433-14 1층,서울특별시,강동구
521,성내2동점,"서울특별시 강동구 성내동 25-1번지 이안A상가 110,111호",서울특별시,강동구
522,성남하대원점,"경기도 성남시 중원구  마지로 155번길 25-12, 106호",경기도,성남시
523,성남중앙점,경기도 성남시중원구  광명로 209,경기도,성남시중원구
524,성남구미1동점,경기도 성남시분당구 구미1동 144-2,경기도,성남시분당구
525,성건중부점,경상북도 경주시  북성로 98,경상북도,경주시
526,선학점,인천광역시 연수구  비류대로529번길 3,인천광역시,연수구
527,선부3동점,경기도 안산시 단원구  선부3동 1116-14번지,경기도,안산시
528,석촌점,서울특별시 송파구  송파대로45길 16,서울특별시,송파구
529,석수2동점,경기도 안양시 만안구  안양로 532번길 27,경기도,안양시
530,석관점,"서울특별시 성북구  돌곶이로 21, 1층",서울특별시,성북구
531,서판교점,경기도 성남시분당구  운중로178번길 1,경기도,성남시분당구
532,서충주신도시점,"충청북도 충주시 대소원면 첨단산업4로 31, 1층",충청북도,충주시
533,서초3동점,서울특별시 서초구 반포대로 22길 79-5,서울특별시,서초구
534,서초2동점,서울특별시 서초구  서운로 79,서울특별시,서초구
535,서천점,충청남도 서천군 서천읍 사곡리 304-68,충청남도,서천군
536,서창지구점,인천광역시 남동구 서창동 112 서창먹거리타운 1층,인천광역시,남동구
537,서울대방점,서울특별시 동작구  대방동23길 42,서울특별시,동작구
538,서산지곡점,충청남도 서산시 지곡면 화천리 371-4,충청남도,서산시
539,서부전하점,울산광역시 동구  명덕2길 11,울산광역시,동구
540,서부신시가지점,전라북도 전주시완산구  후곡길 23-11,전라북도,전주시완산구
541,서림점,서울특별시 관악구 신림동 96-60 한강뉴스타,서울특별시,관악구
542,서둔탑동점,경기도 수원시 권선구  서둔로 221,경기도,수원시
543,서대문연희점,서울특별시 서대문구  연희로 181,서울특별시,서대문구
544,서교점,서울특별시 마포구 서교동 377-2,서울특별시,마포구
545,서곡지구점,"전라북도 전주시완산구  서곡1길 1-4 , 1층",전라북도,전주시완산구
546,서강점,"서울특별시 마포구  창전로 45, 102-103",서울특별시,마포구
547,상현2동점,경기도 용인시 수지구 상현2동 54-5 가동 102호,경기도,용인시
548,상주냉림무양점,경상북도 상주시  냉림2길 31-3,경상북도,상주시
549,상일점,서울특별시 강동구 상일동 237번지,서울특별시,강동구
550,상암점,서울특별시 마포구 상암동 30-1번지 형제빌딩 103호,서울특별시,마포구
551,상무2호점,광주광역시 서구 화정로85번길 30-1 1층,광주광역시,서구
552,상동하당점,전라남도 목포시  상리로15번길 15,전라남도,목포시
553,상도4동점,서울특별시 동작구  성대로 63,서울특별시,동작구
554,상도1호점,서울특별시 동작구 상도동 436,서울특별시,동작구
555,상계보람점,서울시 노원구  노원로34길 66 1층(상계동),서울시,노원구
556,"상계6,7동점",서울특별시 노원구 상계동 728-3 주공6단지 상가 101호,서울특별시,노원구
557,상.중동점,대구광역시 수성구  상화로66,대구광역시,수성구
558,삼천포점,경상남도 사천시 벌리동 420-8번지,경상남도,사천시
559,삼척점,강원도 삼척시 대학로 40,강원도,삼척시
560,삼전점,"서울특별시 송파구 백제고분로21길 20, 102",서울특별시,송파구
561,삼송1호점,경기도 고양시 덕양구 동산동 355-1번지,경기도,고양시
562,삼성2동점,"서울특별시 강남구  삼성로103길 12, 123",서울특별시,강남구
563,삼산2동점,인천광역시 부평구 삼산동 453-1번지,인천광역시,부평구
564,삼산1동점,인천광역시 부평구 삼산동 삼산동 222-34,인천광역시,부평구
565,산북소룡점,전라북도 군산시  원산북2길 37,전라북도,군산시
566,산본1동점,"경기도 군포시 군포로745번길 45, 1층",경기도,군포시
567,산남성화점,충청북도 청주시 서원구  두꺼비로 27번길 5-11,충청북도,청주시
568,산곡4동점,"인천광역시 부평구  원길로11번길 33, 1층",인천광역시,부평구
569,산곡2동점,인천광역시 부평구  화랑북로 11번길 38,인천광역시,부평구
570,사창사직2점,충청북도 청주시 서원구  사직대로 144번길 35-2,충청북도,청주시
571,사동계양점,경상북도 경산시  백양로34길 16,경상북도,경산시
572,"사당4,5동점",서울특별시 동작구 사당4동 272-3,서울특별시,동작구
573,사당1동점,서울특별시 동작구 사당동 1038-12,서울특별시,동작구
574,사2동점,"경기도 안산시 상록구  감골로 33, 101호",경기도,안산시
575,비전2동점,경기도 평택시 비전2동 855-1번지,경기도,평택시
576,비래가양점,대전광역시 동구 가양동 28-12번지,대전광역시,동구
577,불현점,경기도 동두천시 지행동 275-18,경기도,동두천시
578,불로봉무점,대구광역시 동구 팔공로101길 47,대구광역시,동구
579,불로동점,인천광역시 서구 불로동 308번지,인천광역시,서구
580,불당쌍용3동점,충청남도 천안시 서북구  쌍용12길 10-4,충청남도,천안시
581,불광1동점,서울특별시 은평구  불광로 114,서울특별시,은평구
582,분당동점,경기도 성남시 분당구 분당동 96번지,경기도,성남시
583,북아현점,"서울특별시 서대문구  북아현로1길 50, 상가1동 106호",서울특별시,서대문구
584,북변사우점,경기도 김포시 사우동 1066번지,경기도,김포시
585,북가좌1호점,서울특별시 서대문구  증가로 223,서울특별시,서대문구
586,부흥달안점,"경기도 안양시 동안구  동안로 194, 1층 117호",경기도,안양시
587,부평역점,"인천광역시 부평구 부평동 154-5, 1층",인천광역시,부평구
588,부평4동점,"인천광역시  부평구  (부평동) 주부토로 109, 1층 일부호",인천광역시,부평구
589,부천중동점,경기도 부천시 원미구 중1동 1123-2번지 107호,경기도,부천시
590,부천원종2동점,경기도 부천시 오정구 원종동 224-8번지,경기도,부천시
591,부천원미점,경기도 부천시원미구  원미로 137,경기도,부천시원미구
592,부천심곡점,경기도 부천시  장말로352번길 34,경기도,부천시
593,부천상동점,경기도 부천시 원미구  조마루로85번길 7-62,경기도,부천시
594,부여점,충청남도 부여군 부여읍 중앙로5번길 24-10,충청남도,부여군
595,부안읍점,"전라북도 부안군 부안읍 학동길 21-1, 201호",전라북도,부안군
596,부산화명점,부산광역시 북구 화명3동 2287-1 리버사이드빌딩 107-1호,부산광역시,북구
597,부산학장점,부산광역시 사상구 학장동 610-7번지,부산광역시,사상구
598,부산하단점,부산광역시 사하구 하단2동 870-268번지,부산광역시,사하구
599,부산토곡점,부산광역시 연제구  과정로 132번길 50,부산광역시,연제구
600,부산초읍점,부산광역시 부산진구  성지로 104번길 46,부산광역시,부산진구
601,부산초량점,부산광역시 동구  초량로 59,부산광역시,동구
602,부산청학점,부산광역시 영도구 청학동 신도브래뉴 상가 112호,부산광역시,영도구
603,부산주례점,부산광역시 사상구  양지로 8번길 45-15,부산광역시,사상구
604,부산주례2호점,부산광역시 사상구 주례동 80-29번지 1층,부산광역시,사상구
605,부산좌동점,부산광역시 해운대구  좌동순환로 275,부산광역시,해운대구
606,부산전포점,부산광역시 부산진구  서전로 58번길 51,부산광역시,부산진구
607,부산재송점,부산광역시 해운대구  해운대로143번길 51,부산광역시,해운대구
608,부산장전점,부산광역시 금정구  장전온천천로 73번길 6,부산광역시,금정구
609,부산장림점,부산광역시 사하구  다대로 320번길 25,부산광역시,사하구
610,부산우동점,부산광역시 해운대구  우동1로 45,부산광역시,해운대구
611,부산우2동점,"부산광역시 해운대구  해운대로 361, 103호",부산광역시,해운대구
612,부산온천점,부산광역시 동래구  중앙대로 1335번길 21,부산광역시,동래구
613,부산엄궁점,부산광역시 사상구  엄궁북로 4번길 7,부산광역시,사상구
614,부산양정점,부산광역시 부산진구  양정로 6,부산광역시,부산진구
615,부산안락점,"부산광역시 동래구  안락로 109, 크로바맨션아파트 상가 1호",부산광역시,동래구
616,부산수정점,부산광역시 동구  홍곡로 74,부산광역시,동구
617,부산수영점,"부산광역시 수영구  수영로 741번길 46, 협성르네상스상가 218동 10",부산광역시,수영구
618,부산수민점,부산광역시 동래구 수안동 34-1번지 새동래상가 6동 104호,부산광역시,동래구
619,부산송도점,부산광역시 서구  암남공원로 27,부산광역시,서구
620,부산서동점,부산광역시 금정구  서곡로 34,부산광역시,금정구
621,부산사직점,부산광역시 동래구 사직1동 47-23번지,부산광역시,동래구
622,부산부암점,부산광역시 부산진구  백양순환로 137-1,부산광역시,부산진구
623,부산부곡점,부산광역시 금정구  중앙대로1706번길 15,부산광역시,금정구
624,부산부곡2호점,부산광역시 금정구  서동로36 (부곡동),부산광역시,금정구
625,부산범천점,부산광역시 부산진구 범천동 850-15,부산광역시,부산진구
626,부산반여점,부산광역시 해운대구  선수촌로162-1 (반여동),부산광역시,해운대구
627,부산반여2호점,부산광역시 해운대구  재반로 242번길 29-70,부산광역시,해운대구
628,부산반송점,"부산광역시 해운대구  윗반송로 51번길 46-1, 1층",부산광역시,해운대구
629,부산문현점,부산광역시 남구 문현1동 13-63번지,부산광역시,남구
630,부산명지점,부산광역시 강서구  명지오션시티2로71,부산광역시,강서구
631,부산명장점,부산광역시 동래구  명안로 81,부산광역시,동래구
632,부산망미점,부산광역시 수영구  망미배산로24번길 24,부산광역시,수영구
633,부산만덕점,"부산광역시 북구  만덕2로44번길72, 106동 106호",부산광역시,북구
634,부산동삼점,부산광역시 영도구  동삼로 79,부산광역시,영도구
635,부산덕포점,부산광역시 사상구  삼덕로 72-1,부산광역시,사상구
636,부산덕천점,부산광역시 북구 덕천1동 408-18번지,부산광역시,북구
637,부산대연점,부산광역시 남구  못골로41번길 13,부산광역시,남구
638,부산대신점,부산광역시 서구 서대신동3가 279-14번지 2통 4반,부산광역시,서구
639,부산당리점,부산광역시 사하구  다대로 4,부산광역시,사하구
640,부산당감점,부산광역시 부산진구  당감서로 118-1,부산광역시,부산진구
641,부산다대점,부산광역시 사하구 다대1동 933-12번지,부산광역시,사하구
642,부산남항점,부산광역시  영도구   절영로93번길 25-1,부산광역시,영도구
643,부산남천점,"부산광역시 수영구 (남천동) 수영로408번길 65, 상가동 2호",부산광역시,수영구
644,부산남산점,부산광역시 금정구  남산로37번길 60,부산광역시,금정구
645,부산낙민점,부산광역시 동래구  안남로 69,부산광역시,동래구
646,부산기장점,부산광역시 기장군 기장읍 차성동로 161,부산광역시,기장군
647,부산금곡점,부산광역시 북구  효열로 207,부산광역시,북구
648,부산구포점,부산광역시 북구  시랑로7번길 4,부산광역시,북구
649,부산구서점,부산광역시 금정구 구서2동 184-23번지,부산광역시,금정구
650,부산괴정점,부산광역시 사하구 괴정동 929번지,부산광역시,사하구
651,부산괴정2호점,부산광역시 사하구  사리로 42,부산광역시,사하구
652,부산광안1동점,부산광역시 수영구 민락동 167-1번지,부산광역시,수영구
653,부산거제점,"부산광역시 연제구 중앙대로 1167, 105호",부산광역시,연제구
654,부산개금점,부산광역시 부산진구 개금3동 470-8번지,부산광역시,부산진구
655,부산감천점,부산광역시 사하구  감천로 69,부산광역시,사하구
656,부산감만점,부산광역시 남구  우암로 79번길 1,부산광역시,남구
657,부산가야점,부산광역시 부산진구  가야대로 552번길 135,부산광역시,부산진구
658,부개2동점,인천광역시 부평구 부개동 124-51번지,인천광역시,부평구
659,봉일천점,경기도 파주시 조리읍 봉일천리 142-3번지,경기도,파주시
660,봉동점,"전북 완주군 봉동읍 완주산단8로 24, 1층 103호",전북,완주군
661,봉담1호점,"경기도 화성시 봉담읍 상봉길 31, 지맨프라자 119-1호",경기도,화성시
662,봄그리고가을리조트,"제주도 서귀포시 성산읍 해맞이해안로 2660, 1층
",제주도,서귀포시
663,본오2동점,경기도 안산시 상록구  본이로 8,경기도,안산시
664,본동월성2동점,대구광역시 달서구 본동 710-1,대구광역시,달서구
665,복대개신점,충청북도 청주시 흥덕구  신율로 117,충청북도,청주시
666,보성벌교점,전라남도 보성군 벌교읍 채동선로 249,전라남도,보성군
667,보령동대점,충청남도 보령시 동대동 476-4번지,충청남도,보령시
668,병점2동점,경기도 화성시 병점동 826-3번지 101호,경기도,화성시
669,별내2호점,"경기도 남양주시  순화궁로 382-1, 별사랑마을2-2단지상가 104호",경기도,남양주시
670,별내1호점,경기도 남양주시  별내3로92,경기도,남양주시
671,"범어1,2,3동점",대구광역시 수성구  동대구로73길 24,대구광역시,수성구
672,번동점,"서울특별시 강북구 번동 330-1, 104호",서울특별시,강북구
673,백석1동점,경기도 고양시일산동구 백석동 1210-5,경기도,고양시일산동구
674,배방점,충청남도 아산시 배방읍 모산로 136,충청남도,아산시
675,배곧캠퍼스점,경기도 시흥시  배곧1로 27-15,경기도,시흥시
676,배곧신도시점,경기도 시흥시  배곧4로30 배곧타운116호,경기도,시흥시
677,방화역점,서울특별시 강서구 방화동 830-1 에어뷰오피스텔2 101호,서울특별시,강서구
678,방학1동점,"서울특별시 도봉구  도당로 133, 1층",서울특별시,도봉구
679,방하리점,강원도 춘천시 남산면 방하리 372-2번지,강원도,춘천시
680,방이점,서울특별시 송파구  가락로 267,서울특별시,송파구
681,방배4동점,"서울특별시 서초구  방배로32길 8, 1층 (조일빌딩)",서울특별시,서초구
682,방배1동점,서울특별시 서초구  방배로 13길 34,서울특별시,서초구
683,방림양림점,광주광역시 남구 방림동 473-1 송림주택1동 101호,광주광역시,남구
684,반포1동점,서울특별시 서초구 반포1동 746-8 103호,서울특별시,서초구
685,민락2지구점,경기도 의정부시  용민로 249 골든타워 101호,경기도,의정부시
686,미아1호점,서울특별시 강북구  삼양로 198,서울특별시,강북구
687,미성점,서울특별시 관악구  난우길43,서울특별시,관악구
688,미사수변점,"경기도 하남시  미사강변중앙로 111번길 26, 1층",경기도,하남시
689,미사1호점,"경기도 하남시  미사강변북로30번길 37, 1층",경기도,하남시
690,문화신풍점,전라북도 군산시 대학로 120-1,전라북도,군산시
691,문학구장점, ,,
692,문정점,서울특별시 송파구  동남로6길 41-10,서울특별시,송파구
693,문산점,경기도 파주시 문산읍 독산로 31-1,경기도,파주시
694,문막점,강원도 원주시 문막읍 건등리 1624-5,강원도,원주시
695,문래점,서울특별시 영등포구  문래5가 23-1,서울특별시,영등포구
696,문경새재점,경상북도 문경시 문경읍 주흘1길 25,경상북도,문경시
697,무전북신점,경상남도 통영시  여황로 399-4,경상남도,통영시
698,무안읍점,"전라남도 무안군 무안읍 불무로20,1층",전라남도,무안군
699,무안남악점,전라남도 무안군 삼향읍 남악영산길 39 신동아파밀리에상가 102호,전라남도,무안군
700,무실점,강원도 원주시  만대로 150,강원도,원주시
701,목포이로점,"전라남도 목포시  삼학로 331, 금호상가102호",전라남도,목포시
702,목포용해점,전라남도 목포시  포미로10번길 8,전라남도,목포시
703,목포연산북항점,전라남도 목포시 산정동 1766-9,전라남도,목포시
704,목포삼학점,전라남도 목포시  둥근섬로 48-1,전라남도,목포시
705,목천읍점,충청남도 천안시 동남구 목천읍 신계리 422번지 동우상가 120호,충청남도,천안시
706,목감점,"경기도 시흥시  목감우회로 39, 118호",경기도,시흥시
707,목4동점,서울특별시 양천구  목동중앙서로 7길 16,서울특별시,양천구
708,모슬포점,제주도 서귀포시 대정읍 화모리 1238-6번지,제주도,서귀포시
709,명지국제신도시점,부산광역시 강서구 명지동 3412-2 정우빌딩 2차 1층 114호,부산광역시,강서구
710,명일점,서울특별시 강동구 명일동 342-1번지 105호,서울특별시,강동구
711,면목점,서울특별시 중랑구 면목동 657-54,서울특별시,중랑구
712,면목본동점,서울특별시 중랑구 면목본동 412-1,서울특별시,중랑구
713,매탄3동점,경기도 수원시 영통구  인계로270번길 11-3,경기도,수원시
714,매탄1동점,경기도 수원시 영통구  매여울로 49,경기도,수원시
715,매곡오치점,광주광역시 북구  매곡로 76,광주광역시,북구
716,망포점,"경기도 수원시 영통구 영통로127, 102호",경기도,수원시
717,망원1동점,서울특별시 마포구  망원로 6길 19,서울특별시,마포구
718,망우본동점,"서울특별시 중랑구  용마산로 118길 63, 1층",서울특별시,중랑구
719,만수2호점,인천광역시 남동구  만수서로21번길 4,인천광역시,남동구
720,만수1호점,"인천광역시 남동구  장승로 14, 창대아트빌",인천광역시,남동구
721,마포공덕점,"서울특별시 마포구  만리재로 74, 삼성래미안 재상가2동 113호",서울특별시,마포구
722,마석점,경기도 남양주시 화도읍 마석우리 357-7,경기도,남양주시
723,마산회원점,경상남도 창원시마산회원구  북성로 156,경상남도,창원시마산회원구
724,마산점,"경기도 김포시  김포한강8로162번길 10,, 제1층 제102호",경기도,김포시
725,마산월영점,경상남도 창원시 마산합포 월영동 610-1,경상남도,창원시
726,마산양덕점,경상남도 창원시 마산회원구  양덕로 140,경상남도,창원시
727,마산삼계점,경상남도  창원시 마산회원 내서읍 삼계로 56,경상남도,창원시
728,마산내서점,경상남도 창원시 마산회원 내서읍 중리 337-1번지,경상남도,창원시
729,마산구암점,경상남도 창원시 마산회원  구암북1길 124,경상남도,창원시
730,마곡나루역점,서울특별시 강서구 마곡동 758-2 마곡일성트루엘 상가 1층 112호,서울특별시,강서구
731,마곡1호점,"서울특별시 강서구  공항대로 140, 1205동 102-2호",서울특별시,강서구
732,등촌2동점,서울특별시 강서구  등촌로53길 13,서울특별시,강서구
733,둔촌2동점,서울특별시 강동구  천호대로 198길 12,서울특별시,강동구
734,둔내점,강원도 횡성군 둔내면 고원로 433,강원도,횡성군
735,동해천곡점,강원도 동해시 천곡동 1052-22 102호,강원도,동해시
736,동해북삼점,강원도 동해시 동회동  66-4 동보상가 나동 4호,강원도,동해시
737,동판교점,경기도 성남시 분당구 삼평동 726 가상가동 103호,경기도,성남시
738,동탄영천점,경기도 화성시  지산2길 26,경기도,화성시
739,동탄역점,"경기도 화성시  동탄광역환승로 63, 106동 115호(오산동, 동탄역 반도유보라아이비파크7.0아파트)",경기도,화성시
740,동탄목동점,"경기도 화성시  왕배산1길15,1층 전부호(목동)",경기도,화성시
741,동탄3동점,경기도 화성시 능동 1083 동탄능동마을 주공 아파트 가 상가동 101호,경기도,화성시
742,동탄1동점,경기도 화성시 반송동 24-3,경기도,화성시
743,동춘점,인천광역시 연수구  먼우금로83번길 12,인천광역시,연수구
744,동암점,인천광역시 부평구 십정동 487-2번지,인천광역시,부평구
745,동송점,"강원도 철원군 동송읍 금학로 205, 1층",강원도,철원군
746,동서오동점,경상남도 창원시 마산합포  3.15대로 388,경상남도,창원시
747,동산반월점,전라북도 전주시 덕진구  쪽구름로 19 상가 1동 101호,전라북도,전주시
748,동백점,"경기도 용인시 기흥구  동백3로 11번길 33, 106호",경기도,용인시
749,동광오거리점,"강원도 춘천시 후평동 삭주로 206-1, 1층(후평동)",강원도,춘천시
750,독산3동점,서울특별시 금천구  문성로 4,서울특별시,금천구
751,독산1동점,"서울특별시 금천구  벚꽃로 40, 114동 128호",서울특별시,금천구
752,독립문점,서울특별시 서대문구  독립문로 16,서울특별시,서대문구
753,도화점,서울특별시 마포구 도화동 200-17번지 102호,서울특별시,마포구
754,도안2호점,"대전광역시 서구  원도안로 100, 101호",대전광역시,서구
755,도안1호점,대전광역시 유성구  유성대로 654번길 152-1,대전광역시,유성구
756,도림점,서울특별시 영등포구 도림동 144-73번지,서울특별시,영등포구
757,도농점,경기도 남양주시  도농로중촌2길 26-21,경기도,남양주시
758,도곡2동점,서울특별시 강남구 논현로30길 36,서울특별시,강남구
759,"덕풍1,2동점",경기도 하남시 덕풍동 342-32,경기도,하남시
760,덕진금암점,전라북도 전주시덕진구  조경단로 59,전라북도,전주시덕진구
761,대화점,경기도 고양시 일산서구  강성로214번길 16-10,경기도,고양시
762,대치2동점,서울특별시 강남구 대치2동 990-3,서울특별시,강남구
763,"대치1,4동점","서울특별시 강남구  삼성로 229, 104호",서울특별시,강남구
764,대천해수욕장점,"충청남도 보령시  해수욕장6길 124, 102호",충청남도,보령시
